Drug,DrugMechOfAction,DrugTargetAll,Cancer_PhaseIV,DrugRegulonAll,DrugProgramAll,DrugProgramOverActive,DrugProgramUnderActive,DrugConstrainedProgramActivity,DrugRegulonOverActive,DrugRegulonUnderActive,DrugConstrainedRegulonActivity,IC50,AUCmin-max,sample
CLOFAZIMINE,NA,"KCNA3,PPARG",NA,"17,34,35,73,226,260,261,290,325,436,457,458,480,573,640,652,668,676,745,767,769,812,836,878,1256,1267,1274,1384,1462,1487,2336,2723,3105,3730","2,18,133,136,141,149",133,"2,18",-0.6451612903225806,NA,"34,35,290,436,457,480,652",-1,0.285,9.45509e-4,SN667
SODIUM TETRADECYL SULFATE,NA,PROS1,NA,"133,154,235,369,378,435,480,536,573,598,652,676,767,787",2,NA,2,-1,NA,"154,378,480,536,652,787",-1,1400,0.001219999,SN667
COLCHICINE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,1.34e-5,0.001051714,SN667
SUNITINIB,Tyrosine-protein kinase receptor RET inhibitor:Vascular endothelial growth factor receptor inhibitor:Platelet-derived growth factor receptor inhibitor:Macrophage colony stimulating factor receptor inhibitor:Stem cell growth factor receptor inhibitor:Tyrosine-protein kinase receptor FLT3 inhibitor,"CSF1R,FLT3,KDR,KIT,PDGFRA,PDGFRB",4,"149,156,174,176,235,332,427,558,581,598,600,610,745,848,958,966,996,1035,1071,1162,1171,1192,1210,1213,1238,1245,1295,1322,1343,1358,1402,1748,1782,1801,2121,2609,2724,2940,3054,3073,3269,3481,3485,3561","2,77,126,150,156,160,161",77,2,-0.23529411764705882,NA,NA,NA,1.24e-5,0.001189854,SN667
TENIPOSIDE,DNA topoisomerase II inhibitor,"TOP2A,TOP2B",4,"946,1113","77,152","77,152",NA,1,NA,NA,NA,34300000000,0.001219979,SN667
VALPROIC ACID,Succinate semialdehyde dehydrogenase inhibitor,ALDH5A1,4,1021,132,NA,NA,NA,NA,NA,NA,415e26,8.43088e-4,SN667
ETOPOSIDE,DNA topoisomerase II inhibitor,"TOP2A,TOP2B",4,"946,1113","77,152","77,152",NA,1,NA,NA,NA,5.16e-4,9.09787e-4,SN667
FLUVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,2.5e-5,7.14754e-4,SN667
LOVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,1.57e-5,7.92125e-4,SN667
BORTEZOMIB,26S proteosome inhibitor,PSMB5,4,"1184,1191,1923",152,152,NA,1,NA,NA,NA,3.5e-9,2.03e-5,SN667
VINBLASTINE SULFATE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,275e17,0.001041413,SN667
VINCRISTINE SULFATE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,54.4,9.25917e-4,SN667
PACLITAXEL,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,367e18,8.2e-4,SN667
MEMANTINE,Glutamate [NMDA] receptor negative allosteric modulator,"GRIN1,GRIN2A",4,"859,860,1499",126,NA,NA,0,NA,NA,NA,27e20,8.2e-4,SN667
DOCETAXEL,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,1.6899999999999999e+22,9.5791e-4,SN667
CLOFARABINE,DNA inhibitor:DNA polymerase (alpha/delta/epsilon) inhibitor:Ribonucleoside-diphosphate reductase RR1 inhibitor,"POLA1,POLD1,RRM1",4,"579,684,923,947,957,961,1186,1366,1920,3274,3356,3450,3602,3614","62,68,74",NA,NA,0,NA,NA,NA,7.76e-7,3.6827e-4,SN667
VINORELBINE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,36e17,8.2e-4,SN667
DAUNORUBICIN,DNA inhibitor:DNA topoisomerase II alpha inhibitor,TOP2A,4,946,152,152,NA,1,NA,NA,NA,1.5e-6,3.90694e-4,SN667
NISOLDIPINE,Voltage-gated L-type calcium channel blocker,CACNA1S,4,2502,150,NA,NA,NA,NA,NA,NA,1.02e-5,7.23965e-4,SN667
DISULFIRAM,Aldehyde dehydrogenase inhibitor,ALDH2,4,"2011,3180",132,NA,NA,NA,NA,NA,NA,1.85e-5,7.21568e-4,SN667
HALOPERIDOL,Serotonin 2a (5-HT2a) receptor antagonist:D2-like dopamine receptor inverse agonist,HTR2A,4,859,126,NA,NA,0,NA,NA,NA,0.0429,0.001149695,SN667
SIMVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,1.33e-5,6.74256e-4,SN667
FLUOROURACIL,DNA inhibitor:RNA inhibitor:Thymidylate synthase inhibitor,TYMS,4,"941,982",74,NA,NA,0,NA,NA,NA,6.46e-5,8.07674e-4,SN667
GEMCITABINE,DNA polymerase (alpha/delta/epsilon) inhibitor:Ribonucleoside-diphosphate reductase RR1 inhibitor,"POLA1,POLD1,RRM1",4,"579,684,923,947,957,961,1186,1366,1920,3274,3356,3450,3602,3614","62,68,74",NA,NA,0,NA,NA,NA,2.64e-4,7.50412e-4,SN667
ERLOTINIB,Epidermal growth factor receptor erbB1 inhibitor,EGFR,4,"54,83,167,772,990,1704,1795,2969,2989,3109","45,102",45,NA,1,NA,NA,NA,1.55e-4,9.68816e-4,SN667
IRINOTECAN,DNA topoisomerase I inhibitor,TOP1,4,"88,1234,2030,2716","49,65",NA,NA,NA,NA,NA,NA,5.62e-5,7.54111e-4,SN667
SIROLIMUS,FK506-binding protein 1A inhibitor,FKBP1A,4,"140,294,331,348,428,509,599,645,664,708,1962,2037,2801,3155,3204,3491","1,40,85",1,NA,1,NA,NA,NA,0.0175,7.19801e-4,SN667
PITAVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,5.4e-4,7.65968e-4,SN667
FLUDARABINE PHOSPHATE,Ribonucleoside-diphosphate reductase RR1 inhibitor:DNA polymerase (alpha/delta/epsilon) inhibitor,"POLA1,POLD1,RRM1",4,"579,684,923,947,957,961,1186,1366,1920,3274,3356,3450,3602,3614","62,68,74",NA,NA,0,NA,NA,NA,1.58e-5,8.35951e-4,SN667
METHOTREXATE,Dihydrofolate reductase inhibitor,DHFR,4,"941,956,959,982",74,NA,NA,0,NA,NA,NA,1.06e-7,1.42099e-4,SN667
CYTARABINE,DNA inhibitor:DNA polymerase (alpha/delta/epsilon) inhibitor:RNA inhibitor,"POLA1,POLD1",4,"923,947,957,961",62,NA,NA,NA,NA,NA,NA,2.64e-5,0.001020973,SN667
ATORVASTATIN CALCIUM,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,3.22e-5,7.64498e-4,SN667
ROSUVASTATIN CALCIUM,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,1.76e-4,9.19738e-4,SN667
IDARUBICIN,DNA inhibitor:DNA topoisomerase II alpha inhibitor,TOP2A,4,946,152,152,NA,1,NA,NA,NA,4.93e-7,3.12957e-4,SN667
DOXORUBICIN,DNA inhibitor:DNA topoisomerase II alpha inhibitor,TOP2A,4,946,152,152,NA,1,NA,NA,NA,1.2e-6,4.56844e-4,SN667
ALBENDAZOLE,NA,TUBA1A,NA,"755,1316,1532,1608,1635,1716,1815,1854,1996,2254,2314,2339,2434,2786,2804,2869,3076,3145,3257,3548,3647","23,88,104,152","104,152",NA,0.8571428571428571,NA,NA,NA,0.0027,0.001030025,SN667
AURANOFIN,NA,IKBKB,NA,"841,1097,1140,1190,1365,1943,2608,2698,3407",93,NA,NA,0,NA,NA,NA,1.3e-6,2.09405e-4,SN667
BLEOMYCIN,NA,"LIG1,LIG3",NA,"905,1284,1926,3040,3295,3307,3356","62,74",NA,NA,0,NA,NA,NA,2.5e-5,7.40803e-4,SN667
CHLOROQUINE,NA,"ACE2,HMGB1",NA,"1472,1911,1982,2222,2655,3007,3249,3416,3457","52,64,149",64,NA,0.6,NA,NA,NA,0.0021,0.00105034,SN667
CLADRIBINE,NA,"POLA1,POLE,POLE2,POLE3,RRM1,RRM2",NA,"366,501,579,684,693,906,923,947,948,959,960,961,962,964,1030,1186,1366,1720,1818,1920,2051,2292,2529,3202,3274,3356,3450,3602,3614,3637,3676","62,68,74,152,153",152,153,-0.75,NA,NA,NA,1.5e-6,5.07407e-4,SN667
CLONIDINE HCI,NA,"ADRA1B,ADRA2B",NA,"726,733,2452,2547",150,NA,NA,NA,NA,NA,NA,2.96e-5,0.001099731,SN667
EPIRUBICIN HCI,NA,TOP2A,NA,946,152,152,NA,1,NA,NA,NA,6.51e-7,4.36099e-4,SN667
FLUPHENAZINE HCI,NA,"AR,CALM1,HTR2A",NA,"54,167,724,859,3423,3661","89,102,126,132",NA,NA,0,NA,NA,NA,1.2e-5,9.33106e-4,SN667
ITRACONAZOLE,NA,CYP51A1,NA,"1447,1750,2257,3144,3751",100,NA,NA,NA,NA,NA,NA,0.0444,0.001017315,SN667
KETOCONAZOLE,NA,"AR,KCNH2,NR1I3",NA,"54,167,724,1389,1506,1724,2176,2204,2449,2453,3348,3423","89,102,129,150,170",NA,NA,0,NA,NA,NA,9.52e-4,8.81618e-4,SN667
LOMUSTINE,NA,STMN4,NA,"1414,1677,3739",133,133,NA,1,NA,NA,NA,8.06e-5,9.07537e-4,SN667
METHYLENE BLUE,NA,GUCY1A2,NA,"246,492,545,611,1530,1690,1761,2927,3443","158,176",NA,NA,NA,NA,NA,NA,2.02e-5,9.36163e-4,SN667
MITOXANTRONE HCI,NA,TOP2A,NA,946,152,152,NA,1,NA,NA,NA,2e-6,3.41533e-4,SN667
TOPOTECAN HCI,NA,TOP1,NA,"88,1234,2030,2716","49,65",NA,NA,NA,NA,NA,NA,4.5e-5,8.30869e-4,SN667
TRIFLUOPERAZINE HCI,NA,"CALM1,S100A4",NA,"805,1997,3093,3661","86,132",NA,NA,0,NA,NA,NA,5.3e-6,6.67543e-4,SN667
