Regulon_ID,Regulator,Gene,Entrez_gene,IfCoexpDiseaseRelevantMutSig,GeneSymbol
3401,ENSG00000170345,ENSG00000071575,28951,yes,TRIB2
3401,ENSG00000170345,ENSG00000179314,23302,yes,WSCD1
3401,ENSG00000170345,ENSG00000182732,9628,yes,RGS6
3401,ENSG00000170345,ENSG00000198838,6263,yes,RYR3
3401,ENSG00000170345,ENSG00000132670,5786,yes,PTPRA
3401,ENSG00000170345,ENSG00000171094,238,yes,ALK
3404,ENSG00000170345,ENSG00000133110,10631,yes,POSTN
3404,ENSG00000170345,ENSG00000173334,10221,yes,TRIB1
3404,ENSG00000170345,ENSG00000112769,3910,yes,LAMA4
3404,ENSG00000170345,ENSG00000138166,1847,yes,DUSP5
3404,ENSG00000170345,ENSG00000060982,586,yes,BCAT1
3405,ENSG00000170345,ENSG00000104419,10397,yes,NDRG1
3405,ENSG00000170345,ENSG00000147852,7436,yes,VLDLR
3405,ENSG00000170345,ENSG00000169764,7360,yes,UGP2
3405,ENSG00000170345,ENSG00000176171,664,yes,BNIP3
3405,ENSG00000170345,ENSG00000148926,133,yes,ADM
3417,ENSG00000100393,ENSG00000187678,81848,yes,SPRY4
3417,ENSG00000100393,ENSG00000135074,8728,yes,ADAM19
3417,ENSG00000100393,ENSG00000197461,5154,yes,PDGFA
3417,ENSG00000100393,ENSG00000068078,2261,yes,FGFR3
3417,ENSG00000100393,ENSG00000012232,2137,yes,EXTL3
3417,ENSG00000100393,ENSG00000171094,238,yes,ALK
3418,ENSG00000100393,ENSG00000282954,115290,yes,FBXO17
3418,ENSG00000100393,ENSG00000091656,79776,yes,ZFHX4
3418,ENSG00000100393,ENSG00000103852,64927,yes,TTC23
3418,ENSG00000100393,ENSG00000106665,7461,yes,CLIP2
3418,ENSG00000100393,ENSG00000103449,6299,yes,SALL1
3421,ENSG00000185022,ENSG00000262156,100913187,yes,APOBEC3A
3421,ENSG00000185022,ENSG00000139832,55647,yes,RAB20
3421,ENSG00000185022,ENSG00000185201,10581,yes,IFITM2
3421,ENSG00000185022,ENSG00000262635,6999,yes,TDO2
3421,ENSG00000185022,ENSG00000141574,6398,yes,SECTM1
3422,ENSG00000185022,ENSG00000110079,51338,yes,MS4A4A
3422,ENSG00000185022,ENSG00000278154,3903,yes,LAIR1
3422,ENSG00000185022,ENSG00000160255,3689,yes,ITGB2
3422,ENSG00000185022,ENSG00000171860,719,yes,C3AR1
3422,ENSG00000185022,ENSG00000132965,241,yes,ALOX5AP
3434,ENSG00000172845,ENSG00000170852,25948,yes,KBTBD2
3434,ENSG00000172845,ENSG00000122644,10124,yes,ARL4A
3434,ENSG00000172845,ENSG00000148154,7357,yes,UGCG
3434,ENSG00000172845,ENSG00000067082,1316,yes,KLF6
3434,ENSG00000172845,ENSG00000142192,351,yes,APP
3435,ENSG00000172845,ENSG00000100558,26499,yes,PLEK2
3435,ENSG00000172845,ENSG00000166794,5479,yes,PPIB
3435,ENSG00000172845,ENSG00000084207,2950,yes,GSTP1
3435,ENSG00000172845,ENSG00000131979,2643,yes,GCH1
3435,ENSG00000172845,ENSG00000214274,283,yes,ANG
3437,ENSG00000175832,ENSG00000105058,26017,yes,FAM32A
3437,ENSG00000175832,ENSG00000186625,11104,yes,KATNA1
3437,ENSG00000175832,ENSG00000130811,8666,yes,EIF3G
3437,ENSG00000175832,ENSG00000146701,4191,yes,MDH2
3437,ENSG00000175832,ENSG00000282853,1891,yes,ECH1
3437,ENSG00000175832,ENSG00000119689,1743,yes,DLST
3437,ENSG00000175832,ENSG00000131269,22,yes,ABCB7
3441,ENSG00000140044,ENSG00000152484,219333,yes,USP12
3441,ENSG00000140044,ENSG00000085415,81929,yes,SEH1L
3441,ENSG00000140044,ENSG00000137501,54843,yes,SYTL2
3441,ENSG00000140044,ENSG00000087095,51701,yes,NLK
3441,ENSG00000140044,ENSG00000120694,10808,yes,HSPH1
3441,ENSG00000140044,ENSG00000152413,9456,yes,HOMER1
3441,ENSG00000140044,ENSG00000078269,8871,yes,SYNJ2
3441,ENSG00000140044,ENSG00000165169,6990,yes,DYNLT3
3441,ENSG00000140044,ENSG00000100614,5494,yes,PPM1A
3441,ENSG00000140044,ENSG00000067057,5214,yes,PFKP
3441,ENSG00000140044,ENSG00000157764,673,yes,BRAF
3442,ENSG00000140044,ENSG00000144120,80775,yes,TMEM177
3442,ENSG00000140044,ENSG00000246705,55766,yes,H2AFJ
3442,ENSG00000140044,ENSG00000172115,54205,yes,CYCS
3442,ENSG00000140044,ENSG00000115042,51011,yes,FAHD2A
3442,ENSG00000140044,ENSG00000166523,26253,yes,CLEC4E
3442,ENSG00000140044,ENSG00000211456,22908,yes,SACM1L
3442,ENSG00000140044,ENSG00000064995,6882,yes,TAF11
3442,ENSG00000140044,ENSG00000105472,6320,yes,CLEC11A
3442,ENSG00000140044,ENSG00000114115,5947,yes,RBP1
3442,ENSG00000140044,ENSG00000060971,30,yes,ACAA1
3456,ENSG00000278129,ENSG00000198276,100302137,yes,UCKL1
3456,ENSG00000278129,ENSG00000120784,22835,yes,ZFP30
3456,ENSG00000278129,ENSG00000167658,1938,yes,EEF2
3456,ENSG00000278129,ENSG00000119689,1743,yes,DLST
3456,ENSG00000278129,ENSG00000100823,328,yes,APEX1
3458,ENSG00000278129,ENSG00000159202,65264,yes,UBE2Z
3458,ENSG00000278129,ENSG00000130305,55695,yes,NSUN5
3458,ENSG00000278129,ENSG00000183258,51428,yes,DDX41
3458,ENSG00000278129,ENSG00000269335,8517,yes,IKBKG
3458,ENSG00000278129,ENSG00000106327,7036,yes,TFR2
3462,ENSG00000114315,ENSG00000138071,10097,yes,ACTR2
3462,ENSG00000114315,ENSG00000099250,8829,yes,NRP1
3462,ENSG00000114315,ENSG00000177189,6197,yes,RPS6KA3
3462,ENSG00000114315,ENSG00000102024,5358,yes,PLS3
3462,ENSG00000114315,ENSG00000138166,1847,yes,DUSP5
3463,ENSG00000150347,ENSG00000075420,64778,yes,FNDC3B
3463,ENSG00000150347,ENSG00000018408,25937,yes,WWTR1
3463,ENSG00000150347,ENSG00000282230,8754,yes,ADAM9
3463,ENSG00000150347,ENSG00000127947,5782,yes,PTPN12
3463,ENSG00000150347,ENSG00000135862,3915,yes,LAMC1
3463,ENSG00000150347,ENSG00000115641,2274,yes,FHL2
3465,ENSG00000150347,ENSG00000164754,100500914,yes,RAD21
3465,ENSG00000150347,ENSG00000145833,9879,yes,DDX46
3465,ENSG00000150347,ENSG00000039319,9765,yes,ZFYVE16
3465,ENSG00000150347,ENSG00000185630,5087,yes,PBX1
3465,ENSG00000150347,ENSG00000104313,2138,yes,EYA1
3476,ENSG00000177463,ENSG00000134222,84722,yes,PSRC1
3476,ENSG00000177463,ENSG00000002549,51056,yes,LAP3
3476,ENSG00000177463,ENSG00000171700,10287,yes,RGS19
3476,ENSG00000177463,ENSG00000135437,5959,yes,RDH5
3476,ENSG00000177463,ENSG00000090554,2323,yes,FLT3LG
3476,ENSG00000177463,ENSG00000040531,1497,yes,CTNS
3477,ENSG00000107175,ENSG00000161016,102465978,yes,RPL8
3477,ENSG00000107175,ENSG00000166133,27079,yes,RPUSD2
3477,ENSG00000107175,ENSG00000130640,10844,yes,TUBGCP2
3477,ENSG00000107175,ENSG00000089693,8079,yes,MLF2
3477,ENSG00000107175,ENSG00000281434,4705,yes,NDUFA10
3477,ENSG00000107175,ENSG00000235986,2794,yes,GNL1
3493,ENSG00000120093,ENSG00000151474,55691,yes,FRMD4A
3493,ENSG00000120093,ENSG00000121440,23024,yes,PDZRN3
3493,ENSG00000120093,ENSG00000198604,11177,yes,BAZ1A
3493,ENSG00000120093,ENSG00000136758,10730,yes,YME1L1
3493,ENSG00000120093,ENSG00000140455,9960,yes,USP3
3493,ENSG00000120093,ENSG00000038427,1462,yes,VCAN
3493,ENSG00000120093,ENSG00000114423,868,yes,CBLB
3497,ENSG00000120093,ENSG00000154153,54463,yes,FAM134B
3497,ENSG00000120093,ENSG00000177663,23765,yes,IL17RA
3497,ENSG00000120093,ENSG00000131378,23180,yes,RFTN1
3497,ENSG00000120093,ENSG00000115091,10096,yes,ACTR3
3497,ENSG00000120093,ENSG00000035862,7077,yes,TIMP2
3498,ENSG00000123358,ENSG00000168528,347735,yes,SERINC2
3498,ENSG00000123358,ENSG00000104885,84444,yes,DOT1L
3498,ENSG00000123358,ENSG00000176371,54993,yes,ZSCAN2
3498,ENSG00000123358,ENSG00000145217,10861,yes,SLC26A1
3498,ENSG00000123358,ENSG00000105997,3200,yes,HOXA3
3508,ENSG00000111145,ENSG00000197324,26020,yes,LRP10
3508,ENSG00000111145,ENSG00000278788,22904,yes,SBNO2
3508,ENSG00000111145,ENSG00000181523,6448,yes,SGSH
3508,ENSG00000111145,ENSG00000130175,5589,yes,PRKCSH
3508,ENSG00000111145,ENSG00000118762,5311,yes,PKD2
3508,ENSG00000111145,ENSG00000134575,53,yes,ACP2
3509,ENSG00000012048,ENSG00000103365,23062,yes,GGA2
3509,ENSG00000012048,ENSG00000107566,10613,yes,ERLIN1
3509,ENSG00000012048,ENSG00000152464,10557,yes,RPP38
3509,ENSG00000012048,ENSG00000165732,9188,yes,DDX21
3509,ENSG00000012048,ENSG00000154473,9184,yes,BUB3
3509,ENSG00000012048,ENSG00000057608,2665,yes,GDI2
3530,ENSG00000196812,ENSG00000120820,83468,yes,GLT8D2
3530,ENSG00000196812,ENSG00000174807,57124,yes,CD248
3530,ENSG00000196812,ENSG00000129009,3671,yes,ISLR
3530,ENSG00000196812,ENSG00000163359,1293,yes,COL6A3
3530,ENSG00000196812,ENSG00000164692,1278,yes,COL1A2
3531,ENSG00000196812,ENSG00000135900,65080,yes,MRPL44
3531,ENSG00000196812,ENSG00000135766,54583,yes,EGLN1
3531,ENSG00000196812,ENSG00000157538,10311,yes,DSCR3
3531,ENSG00000196812,ENSG00000089775,7597,yes,ZBTB25
3531,ENSG00000196812,ENSG00000111276,1027,yes,CDKN1B
3536,ENSG00000143842,ENSG00000115109,57669,yes,EPB41L5
3536,ENSG00000143842,ENSG00000169760,22871,yes,NLGN1
3536,ENSG00000143842,ENSG00000112531,9444,yes,QKI
3536,ENSG00000143842,ENSG00000148516,6935,yes,ZEB1
3536,ENSG00000143842,ENSG00000116747,6738,yes,TROVE2
3536,ENSG00000143842,ENSG00000181449,6657,yes,SOX2
3536,ENSG00000143842,ENSG00000006468,2115,yes,ETV1
3536,ENSG00000143842,ENSG00000139352,429,yes,ASCL1
3545,ENSG00000167157,ENSG00000165102,138050,yes,HGSNAT
3545,ENSG00000167157,ENSG00000176014,84617,yes,TUBB6
3545,ENSG00000167157,ENSG00000162804,25992,yes,SNED1
3545,ENSG00000167157,ENSG00000050344,9603,yes,NFE2L3
3545,ENSG00000167157,ENSG00000127083,4958,yes,OMD
3545,ENSG00000167157,ENSG00000169071,4920,yes,ROR2
3545,ENSG00000167157,ENSG00000105976,4233,yes,MET
3545,ENSG00000167157,ENSG00000010932,2326,yes,FMO1
3545,ENSG00000167157,ENSG00000155850,1836,yes,SLC26A2
3545,ENSG00000167157,ENSG00000184254,220,yes,ALDH1A3
3547,ENSG00000167157,ENSG00000091039,114882,yes,OSBPL8
3547,ENSG00000167157,ENSG00000096872,80173,yes,IFT74
3547,ENSG00000167157,ENSG00000069493,29121,yes,CLEC2D
3547,ENSG00000167157,ENSG00000072422,9886,yes,RHOBTB1
3547,ENSG00000167157,ENSG00000007350,8277,yes,TKTL1
3547,ENSG00000167157,ENSG00000107614,1787,yes,TRDMT1
3547,ENSG00000167157,ENSG00000213341,1147,yes,CHUK
3559,ENSG00000126746,ENSG00000147421,79618,yes,HMBOX1
3559,ENSG00000126746,ENSG00000154380,55740,yes,ENAH
3559,ENSG00000126746,ENSG00000146247,55023,yes,PHIP
3559,ENSG00000126746,ENSG00000136758,10730,yes,YME1L1
3559,ENSG00000126746,ENSG00000038427,1462,yes,VCAN
3568,ENSG00000134954,ENSG00000165175,58526,yes,MID1IP1
3568,ENSG00000134954,ENSG00000052126,54477,yes,PLEKHA5
3568,ENSG00000134954,ENSG00000105865,11062,yes,DUS4L
3568,ENSG00000134954,ENSG00000100228,9609,yes,RAB36
3568,ENSG00000134954,ENSG00000104055,9333,yes,TGM5
3568,ENSG00000134954,ENSG00000087842,8544,yes,PIR
3568,ENSG00000134954,ENSG00000145022,6988,yes,TCTA
3568,ENSG00000134954,ENSG00000123496,3598,yes,IL13RA2
3568,ENSG00000134954,ENSG00000105991,3198,yes,HOXA1
3568,ENSG00000134954,ENSG00000128591,2318,yes,FLNC
3569,ENSG00000134954,ENSG00000131015,80328,yes,ULBP2
3569,ENSG00000134954,ENSG00000137868,64220,yes,STRA6
3569,ENSG00000134954,ENSG00000163710,26577,yes,PCOLCE2
3569,ENSG00000134954,ENSG00000173530,8793,yes,TNFRSF10D
3569,ENSG00000134954,ENSG00000197956,6277,yes,S100A6
3569,ENSG00000134954,ENSG00000160013,5739,yes,PTGIR
3569,ENSG00000134954,ENSG00000175084,1674,yes,DES
3569,ENSG00000134954,ENSG00000168398,624,yes,BDKRB2
3569,ENSG00000134954,ENSG00000170425,136,yes,ADORA2B
3575,ENSG00000253293,ENSG00000165175,58526,yes,MID1IP1
3575,ENSG00000253293,ENSG00000106012,23288,yes,IQCE
3575,ENSG00000253293,ENSG00000105865,11062,yes,DUS4L
3575,ENSG00000253293,ENSG00000141232,10140,yes,TOB1
3575,ENSG00000253293,ENSG00000100228,9609,yes,RAB36
3575,ENSG00000253293,ENSG00000087842,8544,yes,PIR
3575,ENSG00000253293,ENSG00000123496,3598,yes,IL13RA2
3575,ENSG00000253293,ENSG00000105991,3198,yes,HOXA1
3575,ENSG00000253293,ENSG00000178538,767,yes,CA8
3586,ENSG00000123268,ENSG00000198276,100302137,yes,UCKL1
3586,ENSG00000123268,ENSG00000120784,22835,yes,ZFP30
3586,ENSG00000123268,ENSG00000167658,1938,yes,EEF2
3586,ENSG00000123268,ENSG00000282853,1891,yes,ECH1
3586,ENSG00000123268,ENSG00000100823,328,yes,APEX1
3587,ENSG00000123268,ENSG00000158270,81035,yes,COLEC12
3587,ENSG00000123268,ENSG00000171992,11346,yes,SYNPO
3587,ENSG00000123268,ENSG00000168610,6774,yes,STAT3
3587,ENSG00000123268,ENSG00000122861,5328,yes,PLAU
3587,ENSG00000123268,ENSG00000072110,87,yes,ACTN1
3588,ENSG00000123268,ENSG00000256525,11232,yes,POLG2
3588,ENSG00000123268,ENSG00000180182,9282,yes,MED14
3588,ENSG00000123268,ENSG00000064313,6873,yes,TAF2
3588,ENSG00000123268,ENSG00000205581,3150,yes,HMGN1
3588,ENSG00000123268,ENSG00000262473,2618,yes,GART
3592,ENSG00000100219,ENSG00000057019,131566,yes,DCBLD2
3592,ENSG00000100219,ENSG00000100196,11015,yes,KDELR3
3592,ENSG00000100219,ENSG00000153976,9955,yes,HS3ST3A1
3592,ENSG00000100219,ENSG00000100221,9929,yes,JOSD1
3592,ENSG00000100219,ENSG00000110841,8496,yes,PPFIBP1
3592,ENSG00000100219,ENSG00000163661,5806,yes,PTX3
3592,ENSG00000100219,ENSG00000131981,3958,yes,LGALS3
3597,ENSG00000168779,ENSG00000170852,25948,yes,KBTBD2
3597,ENSG00000168779,ENSG00000020577,23034,yes,SAMD4A
3597,ENSG00000168779,ENSG00000101871,4281,yes,MID1
3597,ENSG00000168779,ENSG00000221869,1052,yes,CEBPD
3597,ENSG00000168779,ENSG00000091879,285,yes,ANGPT2
3597,ENSG00000168779,ENSG00000148926,133,yes,ADM
3601,ENSG00000166478,ENSG00000120137,79646,yes,PANK3
3601,ENSG00000166478,ENSG00000153107,64682,yes,ANAPC1
3601,ENSG00000166478,ENSG00000067248,54505,yes,DHX29
3601,ENSG00000166478,ENSG00000168438,51362,yes,CDC40
3601,ENSG00000166478,ENSG00000039123,23517,yes,SKIV2L2
3601,ENSG00000166478,ENSG00000115524,23451,yes,SF3B1
3601,ENSG00000166478,ENSG00000103194,9100,yes,USP10
3601,ENSG00000166478,ENSG00000120438,6950,yes,TCP1
3601,ENSG00000166478,ENSG00000117707,5629,yes,PROX1
3601,ENSG00000166478,ENSG00000047315,5431,yes,POLR2B
3601,ENSG00000166478,ENSG00000196911,3841,yes,KPNA5
3601,ENSG00000166478,ENSG00000109606,1665,yes,DHX15
3603,ENSG00000166478,ENSG00000184635,81931,yes,ZNF93
3603,ENSG00000166478,ENSG00000147421,79618,yes,HMBOX1
3603,ENSG00000166478,ENSG00000011258,54799,yes,MBTD1
3603,ENSG00000166478,ENSG00000115524,23451,yes,SF3B1
3603,ENSG00000166478,ENSG00000116679,10625,yes,IVNS1ABP
3603,ENSG00000166478,ENSG00000165512,7570,yes,ZNF22
3603,ENSG00000166478,ENSG00000038427,1462,yes,VCAN
3603,ENSG00000166478,ENSG00000060718,1301,yes,COL11A1
3603,ENSG00000166478,ENSG00000114423,868,yes,CBLB
3609,ENSG00000166478,ENSG00000166164,29117,yes,BRD7
3609,ENSG00000166478,ENSG00000075461,27092,yes,CACNG4
3609,ENSG00000166478,ENSG00000205927,10215,yes,OLIG2
3609,ENSG00000166478,ENSG00000149136,6749,yes,SSRP1
3609,ENSG00000166478,ENSG00000095015,4214,yes,MAP3K1
3612,ENSG00000166478,ENSG00000070756,102466854,yes,PABPC1
3612,ENSG00000166478,ENSG00000274429,9231,yes,DLG5
3612,ENSG00000166478,ENSG00000166224,8879,yes,SGPL1
3612,ENSG00000166478,ENSG00000189060,3005,yes,H1F0
3612,ENSG00000166478,ENSG00000184371,1435,yes,CSF1
3624,ENSG00000134595,ENSG00000169951,92595,yes,ZNF764
3624,ENSG00000134595,ENSG00000143643,79573,yes,TTC13
3624,ENSG00000134595,ENSG00000107789,9562,yes,MINPP1
3624,ENSG00000134595,ENSG00000089009,6128,yes,RPL6
3624,ENSG00000134595,ENSG00000143256,5202,yes,PFDN2
3630,ENSG00000076604,ENSG00000140743,101060399,yes,CDR2
3630,ENSG00000076604,ENSG00000112773,55603,yes,FAM46A
3630,ENSG00000076604,ENSG00000183853,55243,yes,KIRREL
3630,ENSG00000076604,ENSG00000153976,9955,yes,HS3ST3A1
3630,ENSG00000076604,ENSG00000149948,8091,yes,HMGA2
3630,ENSG00000076604,ENSG00000140416,7168,yes,TPM1
3630,ENSG00000076604,ENSG00000102265,7076,yes,TIMP1
3630,ENSG00000076604,ENSG00000159167,6781,yes,STC1
3630,ENSG00000076604,ENSG00000144136,6574,yes,SLC20A1
3630,ENSG00000076604,ENSG00000163661,5806,yes,PTX3
3630,ENSG00000076604,ENSG00000145730,5066,yes,PAM
3630,ENSG00000076604,ENSG00000131981,3958,yes,LGALS3
3630,ENSG00000076604,ENSG00000106105,2617,yes,GARS
3630,ENSG00000076604,ENSG00000162909,824,yes,CAPN2
3635,ENSG00000076604,ENSG00000124731,54210,yes,TREM1
3635,ENSG00000076604,ENSG00000150687,11098,yes,PRSS23
3635,ENSG00000076604,ENSG00000231968,10537,yes,UBD
3635,ENSG00000076604,ENSG00000115009,6364,yes,CCL20
3635,ENSG00000076604,ENSG00000108691,6347,yes,CCL2
3635,ENSG00000076604,ENSG00000169385,6036,yes,RNASE2
3635,ENSG00000076604,ENSG00000166741,4837,yes,NNMT
3635,ENSG00000076604,ENSG00000205403,3426,yes,CFI
3640,ENSG00000076604,ENSG00000150687,11098,yes,PRSS23
3640,ENSG00000076604,ENSG00000011422,5329,yes,PLAUR
3640,ENSG00000076604,ENSG00000106366,5054,yes,SERPINE1
3640,ENSG00000076604,ENSG00000167779,3489,yes,IGFBP6
3640,ENSG00000076604,ENSG00000109861,1075,yes,CTSC
3645,ENSG00000198353,ENSG00000020577,23034,yes,SAMD4A
3645,ENSG00000198353,ENSG00000282302,10801,yes,44083
3645,ENSG00000198353,ENSG00000112902,9037,yes,SEMA5A
3645,ENSG00000198353,ENSG00000101871,4281,yes,MID1
3645,ENSG00000198353,ENSG00000115461,3488,yes,IGFBP5
3645,ENSG00000198353,ENSG00000221869,1052,yes,CEBPD
3645,ENSG00000198353,ENSG00000091879,285,yes,ANGPT2
3645,ENSG00000198353,ENSG00000148926,133,yes,ADM
3646,ENSG00000198353,ENSG00000121440,23024,yes,PDZRN3
3646,ENSG00000198353,ENSG00000198604,11177,yes,BAZ1A
3646,ENSG00000198353,ENSG00000140455,9960,yes,USP3
3646,ENSG00000198353,ENSG00000165512,7570,yes,ZNF22
3646,ENSG00000198353,ENSG00000038427,1462,yes,VCAN
3646,ENSG00000198353,ENSG00000114423,868,yes,CBLB
3649,ENSG00000198353,ENSG00000134901,79070,yes,KDELC1
3649,ENSG00000198353,ENSG00000163362,55765,yes,C1orf106
3649,ENSG00000198353,ENSG00000107937,23560,yes,GTPBP4
3649,ENSG00000198353,ENSG00000162419,10691,yes,GMEB1
3649,ENSG00000198353,ENSG00000173933,5936,yes,RBM4
3656,ENSG00000102908,ENSG00000282954,115290,yes,FBXO17
3656,ENSG00000102908,ENSG00000091656,79776,yes,ZFHX4
3656,ENSG00000102908,ENSG00000111328,8099,yes,CDK2AP1
3656,ENSG00000102908,ENSG00000106665,7461,yes,CLIP2
3656,ENSG00000102908,ENSG00000196517,6536,yes,SLC6A9
3656,ENSG00000102908,ENSG00000240184,5098,yes,PCDHGC3
3656,ENSG00000102908,ENSG00000141905,4782,yes,NFIC
3659,ENSG00000102908,ENSG00000065308,9697,yes,TRAM2
3659,ENSG00000102908,ENSG00000008513,6482,yes,ST3GAL1
3659,ENSG00000102908,ENSG00000140564,5045,yes,FURIN
3659,ENSG00000102908,ENSG00000115414,2335,yes,FN1
3659,ENSG00000102908,ENSG00000166147,2200,yes,FBN1
3660,ENSG00000100146,ENSG00000171988,221037,yes,JMJD1C
3660,ENSG00000100146,ENSG00000113240,57396,yes,CLK4
3660,ENSG00000100146,ENSG00000197329,57162,yes,PELI1
3660,ENSG00000100146,ENSG00000139636,55716,yes,LMBR1L
3660,ENSG00000100146,ENSG00000007392,55692,yes,LUC7L
3660,ENSG00000100146,ENSG00000083097,23033,yes,DOPEY1
3660,ENSG00000100146,ENSG00000118922,11278,yes,KLF12
3660,ENSG00000100146,ENSG00000102606,8874,yes,ARHGEF7
3660,ENSG00000100146,ENSG00000147162,8473,yes,OGT
3660,ENSG00000100146,ENSG00000275837,6598,yes,SMARCB1
3660,ENSG00000100146,ENSG00000009413,5980,yes,REV3L
3660,ENSG00000100146,ENSG00000120251,2891,yes,GRIA2
3667,ENSG00000198517,ENSG00000171988,221037,yes,JMJD1C
3667,ENSG00000198517,ENSG00000213020,81856,yes,ZNF611
3667,ENSG00000198517,ENSG00000113240,57396,yes,CLK4
3667,ENSG00000198517,ENSG00000197329,57162,yes,PELI1
3667,ENSG00000198517,ENSG00000146006,26045,yes,LRRTM2
3667,ENSG00000198517,ENSG00000100095,23544,yes,SEZ6L
3667,ENSG00000198517,ENSG00000083097,23033,yes,DOPEY1
3667,ENSG00000198517,ENSG00000003756,10181,yes,RBM5
3667,ENSG00000198517,ENSG00000147162,8473,yes,OGT
3667,ENSG00000198517,ENSG00000148516,6935,yes,ZEB1
3667,ENSG00000198517,ENSG00000009413,5980,yes,REV3L
3667,ENSG00000198517,ENSG00000136098,4752,yes,NEK3
3667,ENSG00000198517,ENSG00000156103,4325,yes,MMP16
3667,ENSG00000198517,ENSG00000163697,323,yes,APBB2
3668,ENSG00000198517,ENSG00000083544,81550,yes,TDRD3
3668,ENSG00000198517,ENSG00000107854,80351,yes,TNKS2
3668,ENSG00000198517,ENSG00000163788,54861,yes,SNRK
3668,ENSG00000198517,ENSG00000024048,23304,yes,UBR2
3668,ENSG00000198517,ENSG00000015171,10771,yes,ZMYND11
3668,ENSG00000198517,ENSG00000253797,9724,yes,UTP14C
3668,ENSG00000198517,ENSG00000134900,7174,yes,TPP2
3668,ENSG00000198517,ENSG00000126778,6495,yes,SIX1
3668,ENSG00000198517,ENSG00000174444,6124,yes,RPL4
3668,ENSG00000198517,ENSG00000100316,6122,yes,RPL3
3668,ENSG00000198517,ENSG00000170802,3344,yes,FOXN2
3668,ENSG00000198517,ENSG00000187323,1630,yes,DCC
3669,ENSG00000198517,ENSG00000184635,81931,yes,ZNF93
3669,ENSG00000198517,ENSG00000147421,79618,yes,HMBOX1
3669,ENSG00000198517,ENSG00000154380,55740,yes,ENAH
3669,ENSG00000198517,ENSG00000151474,55691,yes,FRMD4A
3669,ENSG00000198517,ENSG00000116679,10625,yes,IVNS1ABP
3669,ENSG00000198517,ENSG00000140455,9960,yes,USP3
3669,ENSG00000198517,ENSG00000165512,7570,yes,ZNF22
3669,ENSG00000198517,ENSG00000064933,5378,yes,PMS1
3669,ENSG00000198517,ENSG00000038427,1462,yes,VCAN
3669,ENSG00000198517,ENSG00000060718,1301,yes,COL11A1
3669,ENSG00000198517,ENSG00000114423,868,yes,CBLB
3670,ENSG00000198517,ENSG00000180891,404093,yes,CUEDC1
3670,ENSG00000198517,ENSG00000115109,57669,yes,EPB41L5
3670,ENSG00000198517,ENSG00000118946,27253,yes,PCDH17
3670,ENSG00000198517,ENSG00000112531,9444,yes,QKI
3670,ENSG00000198517,ENSG00000136451,7716,yes,VEZF1
3670,ENSG00000198517,ENSG00000148516,6935,yes,ZEB1
3670,ENSG00000198517,ENSG00000196628,6925,yes,TCF4
3670,ENSG00000198517,ENSG00000010810,2534,yes,FYN
3670,ENSG00000198517,ENSG00000006468,2115,yes,ETV1
3670,ENSG00000198517,ENSG00000139352,429,yes,ASCL1
3671,ENSG00000198517,ENSG00000110025,29907,yes,SNX15
3671,ENSG00000198517,ENSG00000178764,22882,yes,ZHX2
3671,ENSG00000198517,ENSG00000111962,10090,yes,UST
3671,ENSG00000198517,ENSG00000006611,10083,yes,USH1C
3671,ENSG00000198517,ENSG00000183943,5613,yes,PRKX
3671,ENSG00000198517,ENSG00000150540,3176,yes,HNMT
3671,ENSG00000198517,ENSG00000138379,2660,yes,MSTN
3673,ENSG00000198517,ENSG00000165322,94134,yes,ARHGAP12
3673,ENSG00000198517,ENSG00000138639,83478,yes,ARHGAP24
3673,ENSG00000198517,ENSG00000118518,81847,yes,RNF146
3673,ENSG00000198517,ENSG00000166292,55273,yes,TMEM100
3673,ENSG00000198517,ENSG00000132669,54453,yes,RIN2
3673,ENSG00000198517,ENSG00000136754,10006,yes,ABI1
3673,ENSG00000198517,ENSG00000136870,7743,yes,ZNF189
3675,ENSG00000170370,ENSG00000120885,102465508,yes,CLU
3675,ENSG00000170370,ENSG00000174628,124152,yes,IQCK
3675,ENSG00000170370,ENSG00000114473,84223,yes,IQCG
3675,ENSG00000170370,ENSG00000106012,23288,yes,IQCE
3675,ENSG00000170370,ENSG00000105499,8605,yes,PLA2G4C
3683,ENSG00000106689,ENSG00000170396,91752,yes,ZNF804A
3683,ENSG00000106689,ENSG00000241697,8577,yes,TMEFF1
3683,ENSG00000106689,ENSG00000115896,5334,yes,PLCL1
3683,ENSG00000106689,ENSG00000068796,3796,yes,KIF2A
3683,ENSG00000106689,ENSG00000127955,2770,yes,GNAI1
3703,ENSG00000162772,ENSG00000110108,79073,yes,TMEM109
3703,ENSG00000162772,ENSG00000152291,10618,yes,TGOLN2
3703,ENSG00000162772,ENSG00000140564,5045,yes,FURIN
3703,ENSG00000162772,ENSG00000197879,4641,yes,MYO1C
3703,ENSG00000162772,ENSG00000115414,2335,yes,FN1
3703,ENSG00000162772,ENSG00000177731,2314,yes,FLII
3703,ENSG00000162772,ENSG00000166147,2200,yes,FBN1
3707,ENSG00000122592,ENSG00000196812,80345,yes,ZSCAN16
3707,ENSG00000122592,ENSG00000115109,57669,yes,EPB41L5
3707,ENSG00000122592,ENSG00000163362,55765,yes,C1orf106
3707,ENSG00000122592,ENSG00000118946,27253,yes,PCDH17
