Drug,DrugMechOfAction,DrugTargetAll,Cancer_PhaseIV,DrugRegulonAll,DrugProgramAll,DrugProgramOverActive,DrugProgramUnderActive,DrugConstrainedProgramActivity,DrugRegulonOverActive,DrugRegulonUnderActive,DrugConstrainedRegulonActivity,IC50,AUCmin-max,sample
CELECOXIB,Cyclooxygenase-2 inhibitor,PTGS2,4,"17,34,73,98,260,290,323,325,378,402,457,480,505,536,549,573,598,623,636,640,652,668,676,700,745,767,787,812,836",2,NA,2,-1,NA,"34,290,457,480,505,549,700",-0.5,0.006,0.001157313,SN747
PINDOLOL,Beta-1 adrenergic receptor partial agonist:Beta-2 adrenergic receptor partial agonist,ADRB2,4,"34,59,98,154,190,221,235,290,325,378,402,427,457,480,536,549,573,598,640,676,700,767,784,787,836",2,NA,2,-1,NA,"34,154,290,457,480,549,700",-0.5384615384615384,1.35e-5,0.00120526,SN747
CLOFAZIMINE,NA,"KCNA3,PPARG",NA,"17,34,35,73,226,260,261,290,325,436,457,458,480,573,640,652,668,676,745,767,769,812,836,878,1256,1267,1274,1384,1462,1487,2336,2723,3105,3730","2,18,133,136,141,149",NA,"2,18",-0.6774193548387096,NA,"34,35,290,457,480",-0.7142857142857143,0.0445,8.00693e-4,SN747
COLCHICINE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,0.0011,7.43247e-4,SN747
SUNITINIB,Tyrosine-protein kinase receptor RET inhibitor:Vascular endothelial growth factor receptor inhibitor:Platelet-derived growth factor receptor inhibitor:Macrophage colony stimulating factor receptor inhibitor:Stem cell growth factor receptor inhibitor:Tyrosine-protein kinase receptor FLT3 inhibitor,"CSF1R,FLT3,KDR,KIT,PDGFRA,PDGFRB",4,"149,156,174,176,235,332,427,558,581,598,600,610,745,848,958,966,996,1035,1071,1162,1171,1192,1210,1213,1238,1245,1295,1322,1343,1358,1402,1748,1782,1801,2121,2609,2724,2940,3054,3073,3269,3481,3485,3561","2,77,126,150,156,160,161","77,160",2,0.29411764705882354,NA,NA,NA,3.29e-4,8.96064e-4,SN747
TENIPOSIDE,DNA topoisomerase II inhibitor,"TOP2A,TOP2B",4,"946,1113","77,152","77,152",NA,1,NA,NA,NA,9.4e-6,7.25674e-4,SN747
VALPROIC ACID,Succinate semialdehyde dehydrogenase inhibitor,ALDH5A1,4,1021,132,NA,NA,NA,NA,NA,NA,484000000,8.99054e-4,SN747
ETOPOSIDE,DNA topoisomerase II inhibitor,"TOP2A,TOP2B",4,"946,1113","77,152","77,152",NA,1,NA,NA,NA,7.61e-5,9.24951e-4,SN747
FLUVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,3.53e-5,7.63643e-4,SN747
LOVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,3.88e-5,8.74934e-4,SN747
BORTEZOMIB,26S proteosome inhibitor,PSMB5,4,"1184,1191,1923",152,152,NA,1,NA,NA,NA,4.7e-9,-1.93e-5,SN747
VINBLASTINE SULFATE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,2.09e-5,6.50195e-4,SN747
VINCRISTINE SULFATE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,5.17e-4,0.001067541,SN747
PACLITAXEL,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,8.2e-5,6.34979e-4,SN747
MEMANTINE,Glutamate [NMDA] receptor negative allosteric modulator,"GRIN1,GRIN2A",4,"859,860,1499",126,NA,NA,0,NA,NA,NA,3.66e-4,8.52432e-4,SN747
DOCETAXEL,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,2.95e-5,5.72074e-4,SN747
CLOFARABINE,DNA inhibitor:DNA polymerase (alpha/delta/epsilon) inhibitor:Ribonucleoside-diphosphate reductase RR1 inhibitor,"POLA1,POLD1,RRM1",4,"579,684,923,947,957,961,1186,1366,1920,3274,3356,3450,3602,3614","62,68,74",NA,NA,0,NA,NA,NA,2e-6,5.05297e-4,SN747
VINORELBINE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,9.67e-5,8.17712e-4,SN747
DAUNORUBICIN,DNA inhibitor:DNA topoisomerase II alpha inhibitor,TOP2A,4,946,152,152,NA,1,NA,NA,NA,4.93e-7,2.02947e-4,SN747
NISOLDIPINE,Voltage-gated L-type calcium channel blocker,CACNA1S,4,2502,150,NA,NA,NA,NA,NA,NA,9.8e-6,7.51817e-4,SN747
DISULFIRAM,Aldehyde dehydrogenase inhibitor,ALDH2,4,"2011,3180",132,NA,NA,NA,NA,NA,NA,7.56e-5,7.62767e-4,SN747
HALOPERIDOL,Serotonin 2a (5-HT2a) receptor antagonist:D2-like dopamine receptor inverse agonist,HTR2A,4,859,126,NA,NA,0,NA,NA,NA,0.0432,0.001190716,SN747
SIMVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,4.2e-5,8.7764e-4,SN747
FLUOROURACIL,DNA inhibitor:RNA inhibitor:Thymidylate synthase inhibitor,TYMS,4,"941,982",74,NA,NA,0,NA,NA,NA,1.4e-5,0.001137905,SN747
GEMCITABINE,DNA polymerase (alpha/delta/epsilon) inhibitor:Ribonucleoside-diphosphate reductase RR1 inhibitor,"POLA1,POLD1,RRM1",4,"579,684,923,947,957,961,1186,1366,1920,3274,3356,3450,3602,3614","62,68,74",NA,NA,0,NA,NA,NA,2.43e-5,8.28432e-4,SN747
ERLOTINIB,Epidermal growth factor receptor erbB1 inhibitor,EGFR,4,"54,83,167,772,990,1704,1795,2969,2989,3109","45,102",45,NA,1,NA,NA,NA,5.76e-5,9.48629e-4,SN747
IRINOTECAN,DNA topoisomerase I inhibitor,TOP1,4,"88,1234,2030,2716","49,65",NA,NA,NA,NA,NA,NA,8.28e-5,7.22847e-4,SN747
SIROLIMUS,FK506-binding protein 1A inhibitor,FKBP1A,4,"140,294,331,348,428,509,599,645,664,708,1962,2037,2801,3155,3204,3491","1,40,85",1,NA,1,NA,NA,NA,0.0123,7.88236e-4,SN747
PITAVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,5.55e-5,8.24198e-4,SN747
FLUDARABINE PHOSPHATE,Ribonucleoside-diphosphate reductase RR1 inhibitor:DNA polymerase (alpha/delta/epsilon) inhibitor,"POLA1,POLD1,RRM1",4,"579,684,923,947,957,961,1186,1366,1920,3274,3356,3450,3602,3614","62,68,74",NA,NA,0,NA,NA,NA,3.49e-5,9.55352e-4,SN747
METHOTREXATE,Dihydrofolate reductase inhibitor,DHFR,4,"941,956,959,982",74,NA,NA,0,NA,NA,NA,8.09e-8,3.19e-5,SN747
CYTARABINE,DNA inhibitor:DNA polymerase (alpha/delta/epsilon) inhibitor:RNA inhibitor,"POLA1,POLD1",4,"923,947,957,961",62,NA,NA,NA,NA,NA,NA,0.0068,0.001160267,SN747
ATORVASTATIN CALCIUM,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,5.02e-5,8.46605e-4,SN747
ROSUVASTATIN CALCIUM,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,7.25e-5,0.001068133,SN747
IDARUBICIN,DNA inhibitor:DNA topoisomerase II alpha inhibitor,TOP2A,4,946,152,152,NA,1,NA,NA,NA,4.46e-7,2.0837e-4,SN747
DOXORUBICIN,DNA inhibitor:DNA topoisomerase II alpha inhibitor,TOP2A,4,946,152,152,NA,1,NA,NA,NA,7.98e-7,3.81615e-4,SN747
ALBENDAZOLE,NA,TUBA1A,NA,"755,1316,1532,1608,1635,1716,1815,1854,1996,2254,2314,2339,2434,2786,2804,2869,3076,3145,3257,3548,3647","23,88,104,152","88,104,152",NA,1,NA,NA,NA,1.88e-5,6.5655e-4,SN747
AURANOFIN,NA,IKBKB,NA,"841,1097,1140,1190,1365,1943,2608,2698,3407",93,NA,NA,0,NA,NA,NA,1.3e-6,2.9151e-4,SN747
BLEOMYCIN,NA,"LIG1,LIG3",NA,"905,1284,1926,3040,3295,3307,3356","62,74",NA,NA,0,NA,NA,NA,2.5e-5,8.31272e-4,SN747
CHLOROQUINE,NA,"ACE2,HMGB1",NA,"1472,1911,1982,2222,2655,3007,3249,3416,3457","52,64,149",64,NA,0.6,NA,NA,NA,5900000,9.98637e-4,SN747
CLADRIBINE,NA,"POLA1,POLE,POLE2,POLE3,RRM1,RRM2",NA,"366,501,579,684,693,906,923,947,948,959,960,961,962,964,1030,1186,1366,1720,1818,1920,2051,2292,2529,3202,3274,3356,3450,3602,3614,3637,3676","62,68,74,152,153",152,NA,0.0625,NA,NA,NA,1.6e-6,5.19018e-4,SN747
CLONIDINE HCI,NA,"ADRA1B,ADRA2B",NA,"726,733,2452,2547",150,NA,NA,NA,NA,NA,NA,0.0022,8.93069e-4,SN747
EPIRUBICIN HCI,NA,TOP2A,NA,946,152,152,NA,1,NA,NA,NA,4.36e-7,3.30891e-4,SN747
FLUPHENAZINE HCI,NA,"AR,CALM1,HTR2A",NA,"54,167,724,859,3423,3661","89,102,126,132",NA,NA,0,NA,NA,NA,1.32e-5,8.08207e-4,SN747
ITRACONAZOLE,NA,CYP51A1,NA,"1447,1750,2257,3144,3751",100,NA,NA,NA,NA,NA,NA,1.12e-4,7.87116e-4,SN747
KETOCONAZOLE,NA,"AR,KCNH2,NR1I3",NA,"54,167,724,1389,1506,1724,2176,2204,2449,2453,3348,3423","89,102,129,150,170",NA,NA,0,NA,NA,NA,1.41e-5,0.00119973,SN747
LOMUSTINE,NA,STMN4,NA,"1414,1677,3739",133,NA,NA,0,NA,NA,NA,1.35e-5,9.87239e-4,SN747
METHYLENE BLUE,NA,GUCY1A2,NA,"246,492,545,611,1530,1690,1761,2927,3443","158,176",NA,NA,NA,NA,NA,NA,1.47e-5,0.00092746599999999995,SN747
MITOXANTRONE HCI,NA,TOP2A,NA,946,152,152,NA,1,NA,NA,NA,7.33e-7,2.54692e-4,SN747
TOPOTECAN HCI,NA,TOP1,NA,"88,1234,2030,2716","49,65",NA,NA,NA,NA,NA,NA,1.4e-6,5.06889e-4,SN747
TRIFLUOPERAZINE HCI,NA,"CALM1,S100A4",NA,"805,1997,3093,3661","86,132",NA,NA,0,NA,NA,NA,7.6e-6,8.11329e-4,SN747
