Drug,DrugMechOfAction,DrugTargetAll,Cancer_PhaseIV,DrugRegulonAll,DrugProgramAll,DrugProgramOverActive,DrugProgramUnderActive,DrugConstrainedProgramActivity,DrugRegulonOverActive,DrugRegulonUnderActive,DrugConstrainedRegulonActivity,IC50,AUCmin-max,sample
HOMOHARRINGTONINE,NA,RPL3,NA,"26,195,385,489,717,1145,1199,1528,1604,2041,2769,3668","75,82,152",152,NA,0.09090909090909091,1199,NA,0.2,2.83e-5,7.68533e-4,SN579
MINOXIDIL,"Sulfonylurea receptor 2, Kir6.2 opener",ABCC9,4,"62,80,653,1967,2342","12,115",12,NA,1,NA,NA,0,0.598,9.63827e-4,SN579
METFORMIN,Mitochondrial complex I (NADH dehydrogenase) inhibitor:Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,"GPD2,NDUFA13",4,"95,685,865,881,890,902,907,1558,1807,2409,2588,2695,3206,3276,3484","78,81,152",152,NA,0.3333333333333333,NA,NA,0,862e14,8.92055e-4,SN579
COLCHICINE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,6.73e-7,5.05679e-4,SN579
SUNITINIB,Tyrosine-protein kinase receptor RET inhibitor:Vascular endothelial growth factor receptor inhibitor:Platelet-derived growth factor receptor inhibitor:Macrophage colony stimulating factor receptor inhibitor:Stem cell growth factor receptor inhibitor:Tyrosine-protein kinase receptor FLT3 inhibitor,"CSF1R,FLT3,KDR,KIT,PDGFRA,PDGFRB",4,"149,156,174,176,235,332,427,558,581,598,600,610,745,848,958,966,996,1035,1071,1162,1171,1192,1210,1213,1238,1245,1295,1322,1343,1358,1402,1748,1782,1801,2121,2609,2724,2940,3054,3073,3269,3481,3485,3561","2,77,126,150,156,160,161","2,77,160",NA,0.8823529411764706,NA,NA,NA,0.002,0.001017235,SN579
TENIPOSIDE,DNA topoisomerase II inhibitor,"TOP2A,TOP2B",4,"946,1113","77,152","77,152",NA,1,NA,NA,NA,8.6e-6,7.58492e-4,SN579
VALPROIC ACID,Succinate semialdehyde dehydrogenase inhibitor,ALDH5A1,4,1021,132,NA,NA,NA,NA,NA,NA,2.35e-5,9.22942e-4,SN579
ETOPOSIDE,DNA topoisomerase II inhibitor,"TOP2A,TOP2B",4,"946,1113","77,152","77,152",NA,1,NA,NA,NA,0.0159,9.88596e-4,SN579
FLUVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,3.85e-5,7.64605e-4,SN579
LOVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,3.87e-5,7.83796e-4,SN579
BORTEZOMIB,26S proteosome inhibitor,PSMB5,4,"1184,1191,1923",152,152,NA,1,NA,NA,NA,3.6e-9,3.78e-5,SN579
VINBLASTINE SULFATE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,14e20,8.19996e-4,SN579
VINCRISTINE SULFATE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,2.9e-6,5.94633e-4,SN579
PACLITAXEL,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,5.28e-4,7.63841e-4,SN579
MEMANTINE,Glutamate [NMDA] receptor negative allosteric modulator,"GRIN1,GRIN2A",4,"859,860,1499",126,NA,NA,0,NA,NA,NA,4.4,9.67729e-4,SN579
DOCETAXEL,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,143e23,8.19999e-4,SN579
CLOFARABINE,DNA inhibitor:DNA polymerase (alpha/delta/epsilon) inhibitor:Ribonucleoside-diphosphate reductase RR1 inhibitor,"POLA1,POLD1,RRM1",4,"579,684,923,947,957,961,1186,1366,1920,3274,3356,3450,3602,3614","62,68,74",NA,NA,0,NA,NA,NA,4.2e-6,5.87581e-4,SN579
VINORELBINE,Tubulin inhibitor,"TUBB1,TUBB2A,TUBB3",4,"332,400,581,988,996,1035,1071,1120,1162,1343,1498,1512,1654,1801,1878,2924,2940,3054,3561","77,126,150,156",77,NA,0.25,NA,NA,NA,5.1e-6,6.3905e-4,SN579
DAUNORUBICIN,DNA inhibitor:DNA topoisomerase II alpha inhibitor,TOP2A,4,946,152,152,NA,1,NA,NA,NA,1.8e-6,5.14147e-4,SN579
NISOLDIPINE,Voltage-gated L-type calcium channel blocker,CACNA1S,4,2502,150,NA,NA,NA,NA,NA,NA,0.0024,9.01425e-4,SN579
DISULFIRAM,Aldehyde dehydrogenase inhibitor,ALDH2,4,"2011,3180",132,NA,NA,NA,NA,NA,NA,2.3e-6,4.19572e-4,SN579
HALOPERIDOL,Serotonin 2a (5-HT2a) receptor antagonist:D2-like dopamine receptor inverse agonist,HTR2A,4,859,126,NA,NA,0,NA,NA,NA,0.005,9.28553e-4,SN579
SIMVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,180000,0.001039087,SN579
FLUOROURACIL,DNA inhibitor:RNA inhibitor:Thymidylate synthase inhibitor,TYMS,4,"941,982",74,NA,NA,0,NA,NA,NA,4e31,8.2e-4,SN579
GEMCITABINE,DNA polymerase (alpha/delta/epsilon) inhibitor:Ribonucleoside-diphosphate reductase RR1 inhibitor,"POLA1,POLD1,RRM1",4,"579,684,923,947,957,961,1186,1366,1920,3274,3356,3450,3602,3614","62,68,74",NA,NA,0,NA,NA,NA,1.89e-5,7.0623e-4,SN579
ERLOTINIB,Epidermal growth factor receptor erbB1 inhibitor,EGFR,4,"54,83,167,772,990,1704,1795,2969,2989,3109","45,102",45,NA,1,NA,NA,NA,2.7e-5,8.32745e-4,SN579
IRINOTECAN,DNA topoisomerase I inhibitor,TOP1,4,"88,1234,2030,2716","49,65",NA,NA,NA,NA,NA,NA,3.24e-5,7.98276e-4,SN579
SIROLIMUS,FK506-binding protein 1A inhibitor,FKBP1A,4,"140,294,331,348,428,509,599,645,664,708,1962,2037,2801,3155,3204,3491","1,40,85",1,NA,1,NA,NA,NA,1300,8.0454e-4,SN579
PITAVASTATIN,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,0.0035,7.86174e-4,SN579
FLUDARABINE PHOSPHATE,Ribonucleoside-diphosphate reductase RR1 inhibitor:DNA polymerase (alpha/delta/epsilon) inhibitor,"POLA1,POLD1,RRM1",4,"579,684,923,947,957,961,1186,1366,1920,3274,3356,3450,3602,3614","62,68,74",NA,NA,0,NA,NA,NA,0.0123,0.001020525,SN579
METHOTREXATE,Dihydrofolate reductase inhibitor,DHFR,4,"941,956,959,982",74,NA,NA,0,NA,NA,NA,9.1e-6,6.46794e-4,SN579
CYTARABINE,DNA inhibitor:DNA polymerase (alpha/delta/epsilon) inhibitor:RNA inhibitor,"POLA1,POLD1",4,"923,947,957,961",62,NA,NA,NA,NA,NA,NA,0.128,9.18622e-4,SN579
ATORVASTATIN CALCIUM,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,2.74e-5,6.97522e-4,SN579
ROSUVASTATIN CALCIUM,HMG-CoA reductase inhibitor,HMGCR,4,1387,136,NA,NA,NA,NA,NA,NA,0.0031,9.30584e-4,SN579
IDARUBICIN,DNA inhibitor:DNA topoisomerase II alpha inhibitor,TOP2A,4,946,152,152,NA,1,NA,NA,NA,1.2e-6,4.93156e-4,SN579
DOXORUBICIN,DNA inhibitor:DNA topoisomerase II alpha inhibitor,TOP2A,4,946,152,152,NA,1,NA,NA,NA,649e21,8.19998e-4,SN579
ALBENDAZOLE,NA,TUBA1A,NA,"755,1316,1532,1608,1635,1716,1815,1854,1996,2254,2314,2339,2434,2786,2804,2869,3076,3145,3257,3548,3647","23,88,104,152","104,152",NA,0.8571428571428571,NA,NA,NA,1.17e-4,8.17714e-4,SN579
AURANOFIN,NA,IKBKB,NA,"841,1097,1140,1190,1365,1943,2608,2698,3407",93,NA,NA,0,NA,NA,NA,1e-6,2.01213e-4,SN579
BLEOMYCIN,NA,"LIG1,LIG3",NA,"905,1284,1926,3040,3295,3307,3356","62,74",NA,NA,0,NA,NA,NA,1.2e-4,8.66316e-4,SN579
CHLOROQUINE,NA,"ACE2,HMGB1",NA,"1472,1911,1982,2222,2655,3007,3249,3416,3457","52,64,149",64,NA,0.6,NA,NA,NA,3.96e-5,8.50391e-4,SN579
CLADRIBINE,NA,"POLA1,POLE,POLE2,POLE3,RRM1,RRM2",NA,"366,501,579,684,693,906,923,947,948,959,960,961,962,964,1030,1186,1366,1720,1818,1920,2051,2292,2529,3202,3274,3356,3450,3602,3614,3637,3676","62,68,74,152,153",152,153,-0.75,NA,NA,NA,3.2e-6,5.79958e-4,SN579
CLONIDINE HCI,NA,"ADRA1B,ADRA2B",NA,"726,733,2452,2547",150,NA,NA,NA,NA,NA,NA,430,9.57929e-4,SN579
EPIRUBICIN HCI,NA,TOP2A,NA,946,152,152,NA,1,NA,NA,NA,7.7e-6,6.63808e-4,SN579
FLUPHENAZINE HCI,NA,"AR,CALM1,HTR2A",NA,"54,167,724,859,3423,3661","89,102,126,132",NA,NA,0,NA,NA,NA,3.34e-4,7.98686e-4,SN579
ITRACONAZOLE,NA,CYP51A1,NA,"1447,1750,2257,3144,3751",100,NA,NA,NA,NA,NA,NA,3.94e-5,7.5826e-4,SN579
KETOCONAZOLE,NA,"AR,KCNH2,NR1I3",NA,"54,167,724,1389,1506,1724,2176,2204,2449,2453,3348,3423","89,102,129,150,170",NA,NA,0,NA,NA,NA,1.44e-5,8.79089e-4,SN579
LOMUSTINE,NA,STMN4,NA,"1414,1677,3739",133,133,NA,1,NA,NA,NA,5.72e-5,8.60236e-4,SN579
METHYLENE BLUE,NA,GUCY1A2,NA,"246,492,545,611,1530,1690,1761,2927,3443","158,176",NA,NA,NA,NA,NA,NA,759,9.99999e-4,SN579
MITOXANTRONE HCI,NA,TOP2A,NA,946,152,152,NA,1,NA,NA,NA,3.9e-6,5.92327e-4,SN579
TOPOTECAN HCI,NA,TOP1,NA,"88,1234,2030,2716","49,65",NA,NA,NA,NA,NA,NA,4.9e-6,6.66959e-4,SN579
TRIFLUOPERAZINE HCI,NA,"CALM1,S100A4",NA,"805,1997,3093,3661","86,132",86,NA,1,NA,NA,NA,0.0039,9.79418e-4,SN579
